Year,EventName,DriverNumber,Abbreviation,TeamName,GridPos,QualiPos,FinishPos,DidFinish,Top3,Top5,Top10,EventDate,career_race_count,is_rookie,drv_avg_finish_w,drv_avg_quali_w,drv_top10_rate_w,drv_dnf_rate_w,team_avg_finish_w,team_avg_quali_w,team_top10_rate_w,team_dnf_rate_w
2018,Australian Grand Prix,5,VET,Ferrari,3.0,3.0,1.0,1,1,1,1,2018-03-25,0,1,10.442597478745235,10.431010928961749,0.5051304602755791,0.42644874425877066,10.46767559177338,10.466084656084657,0.5013969732246799,0.4282353511835468
2018,Australian Grand Prix,44,HAM,Mercedes,1.0,1.0,2.0,1,1,1,1,2018-03-25,0,1,10.442597478745235,10.431010928961749,0.5051304602755791,0.42644874425877066,10.46767559177338,10.466084656084657,0.5013969732246799,0.4282353511835468
2018,Australian Grand Prix,7,RAI,Ferrari,2.0,2.0,3.0,1,1,1,1,2018-03-25,0,1,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0
2018,Australian Grand Prix,3,RIC,Red Bull Racing,8.0,5.0,4.0,1,0,1,1,2018-03-25,0,1,10.442597478745235,10.431010928961749,0.5051304602755791,0.42644874425877066,10.46767559177338,10.466084656084657,0.5013969732246799,0.4282353511835468
2018,Australian Grand Prix,14,ALO,McLaren,10.0,11.0,5.0,1,0,1,1,2018-03-25,0,1,10.442597478745235,10.431010928961749,0.5051304602755791,0.42644874425877066,10.46767559177338,10.466084656084657,0.5013969732246799,0.4282353511835468
2018,Australian Grand Prix,33,VER,Red Bull Racing,4.0,4.0,6.0,1,0,0,1,2018-03-25,0,1,4.0,5.0,1.0,0.0,4.0,5.0,1.0,0.0
2018,Australian Grand Prix,27,HUL,Renault,7.0,8.0,7.0,1,0,0,1,2018-03-25,0,1,10.442597478745235,10.431010928961749,0.5051304602755791,0.42644874425877066,10.46767559177338,10.466084656084657,0.5013969732246799,0.4282353511835468
2018,Australian Grand Prix,77,BOT,Mercedes,15.0,10.0,8.0,1,0,0,1,2018-03-25,0,1,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0
2018,Australian Grand Prix,2,VAN,McLaren,11.0,12.0,9.0,1,0,0,1,2018-03-25,0,1,5.0,11.0,1.0,0.0,5.0,11.0,1.0,0.0
2018,Australian Grand Prix,55,SAI,Renault,9.0,9.0,10.0,1,0,0,1,2018-03-25,0,1,7.0,8.0,1.0,0.0,7.0,8.0,1.0,0.0
2018,Australian Grand Prix,11,PER,Force India,12.0,13.0,11.0,1,0,0,0,2018-03-25,0,1,10.442597478745235,10.431010928961749,0.5051304602755791,0.42644874425877066,10.46767559177338,10.466084656084657,0.5013969732246799,0.4282353511835468
2018,Australian Grand Prix,31,OCO,Force India,14.0,15.0,12.0,1,0,0,0,2018-03-25,0,1,11.0,13.0,0.0,0.0,11.0,13.0,0.0,0.0
2018,Australian Grand Prix,16,LEC,Sauber,18.0,18.0,13.0,1,0,0,0,2018-03-25,0,1,10.442597478745235,10.431010928961749,0.5051304602755791,0.42644874425877066,10.46767559177338,10.466084656084657,0.5013969732246799,0.4282353511835468
2018,Australian Grand Prix,18,STR,Williams,13.0,14.0,14.0,1,0,0,0,2018-03-25,0,1,10.442597478745235,10.431010928961749,0.5051304602755791,0.42644874425877066,10.46767559177338,10.466084656084657,0.5013969732246799,0.4282353511835468
2018,Australian Grand Prix,28,HAR,Toro Rosso,16.0,16.0,15.0,0,0,0,0,2018-03-25,0,1,10.442597478745235,10.431010928961749,0.5051304602755791,0.42644874425877066,10.46767559177338,10.466084656084657,0.5013969732246799,0.4282353511835468
2018,Australian Grand Prix,8,GRO,Haas F1 Team,6.0,7.0,16.0,0,0,0,0,2018-03-25,0,1,10.442597478745235,10.431010928961749,0.5051304602755791,0.42644874425877066,10.46767559177338,10.466084656084657,0.5013969732246799,0.4282353511835468
2018,Australian Grand Prix,20,MAG,Haas F1 Team,5.0,6.0,17.0,0,0,0,0,2018-03-25,0,1,16.0,7.0,0.0,1.0,16.0,7.0,0.0,1.0
2018,Australian Grand Prix,10,GAS,Toro Rosso,20.0,20.0,18.0,0,0,0,0,2018-03-25,0,1,15.0,16.0,0.0,1.0,15.0,16.0,0.0,1.0
2018,Australian Grand Prix,9,ERI,Sauber,17.0,17.0,19.0,0,0,0,0,2018-03-25,0,1,13.0,18.0,0.0,0.0,13.0,18.0,0.0,0.0
2018,Australian Grand Prix,35,SIR,Williams,19.0,19.0,20.0,0,0,0,0,2018-03-25,0,1,14.0,14.0,0.0,0.0,14.0,14.0,0.0,0.0
2018,Bahrain Grand Prix,5,VET,Ferrari,1.0,1.0,1.0,1,1,1,1,2018-04-08,1,1,1.0,3.0,1.0,0.0,2.0,2.5,1.0,0.0
2018,Bahrain Grand Prix,77,BOT,Mercedes,3.0,3.0,2.0,1,1,1,1,2018-04-08,1,1,8.0,10.0,1.0,0.0,5.0,5.5,1.0,0.0
2018,Bahrain Grand Prix,44,HAM,Mercedes,9.0,4.0,3.0,1,1,1,1,2018-04-08,1,1,2.0,1.0,1.0,0.0,4.0,4.666666666666667,1.0,0.0
2018,Bahrain Grand Prix,10,GAS,Toro Rosso,5.0,6.0,4.0,1,0,1,1,2018-04-08,1,1,18.0,20.0,0.0,1.0,16.5,18.0,0.0,1.0
2018,Bahrain Grand Prix,20,MAG,Haas F1 Team,6.0,7.0,5.0,1,0,1,1,2018-04-08,1,1,17.0,6.0,0.0,1.0,16.5,6.5,0.0,1.0
2018,Bahrain Grand Prix,27,HUL,Renault,7.0,8.0,6.0,1,0,0,1,2018-04-08,1,1,7.0,8.0,1.0,0.0,8.5,8.5,1.0,0.0
2018,Bahrain Grand Prix,14,ALO,McLaren,13.0,13.0,7.0,0,0,0,1,2018-04-08,1,1,5.0,11.0,1.0,0.0,7.0,11.5,1.0,0.0
2018,Bahrain Grand Prix,2,VAN,McLaren,14.0,14.0,8.0,0,0,0,1,2018-04-08,1,1,9.0,12.0,1.0,0.0,7.0,12.0,1.0,0.33333333333333337
2018,Bahrain Grand Prix,9,ERI,Sauber,17.0,17.0,9.0,0,0,0,1,2018-04-08,1,1,19.0,17.0,0.0,1.0,16.0,17.5,0.0,0.5
2018,Bahrain Grand Prix,31,OCO,Force India,8.0,9.0,10.0,0,0,0,1,2018-04-08,1,1,12.0,15.0,0.0,0.0,11.5,14.0,0.0,0.0
2018,Bahrain Grand Prix,55,SAI,Renault,10.0,10.0,11.0,0,0,0,0,2018-04-08,1,1,10.0,9.0,1.0,0.0,7.666666666666667,8.333333333333334,1.0,0.0
2018,Bahrain Grand Prix,16,LEC,Sauber,19.0,19.0,12.0,0,0,0,0,2018-04-08,1,1,13.0,18.0,0.0,0.0,13.666666666666666,17.333333333333332,0.3333333333333333,0.6666666666666667
2018,Bahrain Grand Prix,8,GRO,Haas F1 Team,16.0,16.0,13.0,0,0,0,0,2018-04-08,1,1,16.0,7.0,0.0,1.0,12.666666666666666,6.666666666666667,0.3333333333333333,0.6666666666666667
2018,Bahrain Grand Prix,18,STR,Williams,20.0,20.0,14.0,0,0,0,0,2018-04-08,1,1,14.0,14.0,0.0,0.0,17.0,16.5,0.0,0.5
2018,Bahrain Grand Prix,35,SIR,Williams,18.0,18.0,15.0,0,0,0,0,2018-04-08,1,1,20.0,19.0,0.0,1.0,16.0,17.666666666666668,0.0,0.6666666666666667
2018,Bahrain Grand Prix,11,PER,Force India,12.0,12.0,16.0,0,0,0,0,2018-04-08,1,1,11.0,13.0,0.0,0.0,11.0,12.333333333333334,0.3333333333333333,0.33333333333333337
2018,Bahrain Grand Prix,28,HAR,Toro Rosso,11.0,11.0,17.0,0,0,0,0,2018-04-08,1,1,15.0,16.0,0.0,1.0,12.333333333333334,14.0,0.3333333333333333,0.6666666666666667
2018,Bahrain Grand Prix,7,RAI,Ferrari,2.0,2.0,18.0,0,0,0,0,2018-04-08,1,1,3.0,2.0,1.0,0.0,1.6666666666666667,2.0,1.0,0.0
2018,Bahrain Grand Prix,33,VER,Red Bull Racing,15.0,15.0,19.0,0,0,0,0,2018-04-08,1,1,6.0,4.0,1.0,0.0,5.0,4.5,1.0,0.0
2018,Bahrain Grand Prix,3,RIC,Red Bull Racing,4.0,5.0,20.0,0,0,0,0,2018-04-08,1,1,4.0,5.0,1.0,0.0,9.666666666666666,8.0,0.6666666666666666,0.33333333333333337
2018,Chinese Grand Prix,3,RIC,Red Bull Racing,6.0,6.0,1.0,1,1,1,1,2018-04-15,2,1,12.0,5.0,0.5,0.5,12.25,7.25,0.5,0.5
2018,Chinese Grand Prix,77,BOT,Mercedes,3.0,3.0,2.0,1,1,1,1,2018-04-15,2,1,5.0,6.5,1.0,0.0,3.75,4.5,1.0,0.0
2018,Chinese Grand Prix,7,RAI,Ferrari,2.0,2.0,3.0,1,1,1,1,2018-04-15,2,1,10.5,2.0,0.5,0.5,5.75,2.0,0.75,0.25
2018,Chinese Grand Prix,44,HAM,Mercedes,4.0,4.0,4.0,1,0,1,1,2018-04-15,2,1,2.5,2.5,1.0,0.0,3.4,4.2,1.0,0.0
2018,Chinese Grand Prix,33,VER,Red Bull Racing,5.0,5.0,5.0,1,0,1,1,2018-04-15,2,1,12.5,9.5,0.5,0.5,10.0,7.0,0.6,0.4
2018,Chinese Grand Prix,27,HUL,Renault,7.0,7.0,6.0,1,0,0,1,2018-04-15,2,1,6.5,8.0,1.0,0.0,8.5,8.75,0.75,0.25
2018,Chinese Grand Prix,14,ALO,McLaren,13.0,13.0,7.0,1,0,0,1,2018-04-15,2,1,6.0,12.0,1.0,0.5,7.25,12.5,1.0,0.5
2018,Chinese Grand Prix,5,VET,Ferrari,1.0,1.0,8.0,1,0,0,1,2018-04-15,2,1,1.0,2.0,1.0,0.0,5.2,2.0,0.8,0.19999999999999996
2018,Chinese Grand Prix,55,SAI,Renault,9.0,9.0,9.0,1,0,0,1,2018-04-15,2,1,10.5,9.5,0.5,0.5,8.0,8.4,0.8,0.19999999999999996
2018,Chinese Grand Prix,20,MAG,Haas F1 Team,11.0,11.0,10.0,1,0,0,1,2018-04-15,2,1,11.0,6.5,0.5,0.5,12.75,9.0,0.25,0.75
2018,Chinese Grand Prix,31,OCO,Force India,12.0,12.0,11.0,1,0,0,0,2018-04-15,2,1,11.0,12.0,0.5,0.5,12.25,12.25,0.25,0.5
2018,Chinese Grand Prix,11,PER,Force India,8.0,8.0,12.0,1,0,0,0,2018-04-15,2,1,13.5,12.5,0.0,0.5,12.0,12.2,0.2,0.4
2018,Chinese Grand Prix,2,VAN,McLaren,14.0,14.0,13.0,1,0,0,0,2018-04-15,2,1,8.5,13.0,1.0,0.5,7.2,12.6,1.0,0.4
2018,Chinese Grand Prix,18,STR,Williams,18.0,18.0,14.0,1,0,0,0,2018-04-15,2,1,14.0,17.0,0.0,0.5,15.75,17.75,0.0,0.75
2018,Chinese Grand Prix,35,SIR,Williams,16.0,16.0,15.0,1,0,0,0,2018-04-15,2,1,17.5,18.5,0.0,1.0,15.4,17.8,0.0,0.6
2018,Chinese Grand Prix,9,ERI,Sauber,20.0,20.0,16.0,1,0,0,0,2018-04-15,2,1,14.0,17.0,0.5,1.0,13.25,17.75,0.25,0.75
2018,Chinese Grand Prix,8,GRO,Haas F1 Team,10.0,10.0,17.0,1,0,0,0,2018-04-15,2,1,14.5,11.5,0.0,1.0,12.2,9.4,0.4,0.6
2018,Chinese Grand Prix,10,GAS,Toro Rosso,17.0,17.0,18.0,1,0,0,0,2018-04-15,2,1,11.0,13.0,0.5,0.5,13.5,13.25,0.25,0.75
2018,Chinese Grand Prix,16,LEC,Sauber,19.0,19.0,19.0,1,0,0,0,2018-04-15,2,1,12.5,18.5,0.0,0.5,13.8,18.2,0.2,0.6
2018,Chinese Grand Prix,28,HAR,Toro Rosso,15.0,15.0,20.0,0,0,0,0,2018-04-15,2,1,16.0,13.5,0.0,1.0,14.4,14.0,0.2,0.6
2018,Azerbaijan Grand Prix,44,HAM,Mercedes,2.0,2.0,1.0,1,1,1,1,2018-04-29,3,1,3.0,3.0,1.0,0.0,3.8,4.8,1.0,0.0
2018,Azerbaijan Grand Prix,7,RAI,Ferrari,6.0,6.0,2.0,1,1,1,1,2018-04-29,3,1,8.0,2.0,0.6666666666666666,0.33333333333333337,6.6,1.6,0.8,0.19999999999999996
2018,Azerbaijan Grand Prix,11,PER,Force India,8.0,8.0,3.0,1,1,1,1,2018-04-29,3,1,13.0,11.0,0.0,0.33333333333333337,12.2,11.2,0.2,0.4
2018,Azerbaijan Grand Prix,5,VET,Ferrari,1.0,1.0,4.0,1,0,1,1,2018-04-29,3,1,3.3333333333333335,1.6666666666666667,1.0,0.0,6.4,2.4,0.8,0.19999999999999996
2018,Azerbaijan Grand Prix,55,SAI,Renault,9.0,10.0,5.0,1,0,1,1,2018-04-29,3,1,10.0,9.333333333333334,0.6666666666666666,0.33333333333333337,8.4,8.6,0.8,0.19999999999999996
2018,Azerbaijan Grand Prix,16,LEC,Sauber,13.0,14.0,6.0,1,0,0,1,2018-04-29,3,1,14.666666666666666,18.666666666666668,0.0,0.33333333333333337,15.0,18.4,0.2,0.6
2018,Azerbaijan Grand Prix,14,ALO,McLaren,12.0,13.0,7.0,1,0,0,1,2018-04-29,3,1,6.333333333333333,12.333333333333334,1.0,0.33333333333333337,8.8,13.2,0.8,0.4
2018,Azerbaijan Grand Prix,18,STR,Williams,10.0,11.0,8.0,1,0,0,1,2018-04-29,3,1,14.0,17.333333333333332,0.0,0.33333333333333337,15.6,18.2,0.0,0.6
2018,Azerbaijan Grand Prix,2,VAN,McLaren,16.0,16.0,9.0,1,0,0,1,2018-04-29,3,1,10.0,13.333333333333334,0.6666666666666666,0.33333333333333337,8.4,13.4,0.8,0.4
2018,Azerbaijan Grand Prix,28,HAR,Toro Rosso,19.0,19.0,10.0,1,0,0,1,2018-04-29,3,1,17.333333333333332,14.0,0.0,1.0,15.4,13.8,0.2,0.6
2018,Azerbaijan Grand Prix,9,ERI,Sauber,18.0,18.0,11.0,1,0,0,0,2018-04-29,3,1,14.666666666666666,18.0,0.3333333333333333,0.6666666666666667,12.4,17.8,0.4,0.4
2018,Azerbaijan Grand Prix,10,GAS,Toro Rosso,17.0,17.0,12.0,1,0,0,0,2018-04-29,3,1,13.333333333333334,14.333333333333334,0.3333333333333333,0.33333333333333337,13.8,13.6,0.4,0.4
2018,Azerbaijan Grand Prix,20,MAG,Haas F1 Team,15.0,15.0,13.0,1,0,0,0,2018-04-29,3,1,10.666666666666666,8.0,0.6666666666666666,0.33333333333333337,12.4,10.0,0.4,0.4
2018,Azerbaijan Grand Prix,77,BOT,Mercedes,3.0,3.0,14.0,0,0,0,0,2018-04-29,3,1,4.0,5.333333333333333,1.0,0.0,2.4,3.2,1.0,0.0
2018,Azerbaijan Grand Prix,8,GRO,Haas F1 Team,20.0,20.0,15.0,0,0,0,0,2018-04-29,3,1,15.333333333333334,11.0,0.0,0.6666666666666667,11.6,11.8,0.4,0.19999999999999996
2018,Azerbaijan Grand Prix,33,VER,Red Bull Racing,5.0,5.0,16.0,0,0,0,0,2018-04-29,3,1,10.0,8.0,0.6666666666666666,0.33333333333333337,10.2,7.0,0.6,0.4
2018,Azerbaijan Grand Prix,3,RIC,Red Bull Racing,4.0,4.0,17.0,0,0,0,0,2018-04-29,3,1,8.333333333333334,5.333333333333333,0.6666666666666666,0.33333333333333337,12.2,7.2,0.4,0.6
2018,Azerbaijan Grand Prix,27,HUL,Renault,14.0,9.0,18.0,0,0,0,0,2018-04-29,3,1,6.333333333333333,7.666666666666667,1.0,0.0,7.4,8.8,0.8,0.19999999999999996
2018,Azerbaijan Grand Prix,31,OCO,Force India,7.0,7.0,19.0,0,0,0,0,2018-04-29,3,1,11.0,12.0,0.3333333333333333,0.33333333333333337,10.4,9.8,0.4,0.4
2018,Azerbaijan Grand Prix,35,SIR,Williams,11.0,12.0,20.0,0,0,0,0,2018-04-29,3,1,16.666666666666668,17.666666666666668,0.0,0.6666666666666667,13.2,16.6,0.2,0.4
2018,Spanish Grand Prix,44,HAM,Mercedes,1.0,1.0,1.0,1,1,1,1,2018-05-13,4,1,2.5,2.75,1.0,0.0,4.8,3.2,0.8,0.19999999999999996
2018,Spanish Grand Prix,77,BOT,Mercedes,2.0,2.0,2.0,1,1,1,1,2018-05-13,4,1,6.5,4.75,0.75,0.25,4.4,2.6,0.8,0.19999999999999996
2018,Spanish Grand Prix,33,VER,Red Bull Racing,5.0,5.0,3.0,1,1,1,1,2018-05-13,4,1,11.5,7.25,0.5,0.5,11.8,5.0,0.4,0.6
2018,Spanish Grand Prix,5,VET,Ferrari,3.0,3.0,4.0,1,0,1,1,2018-05-13,4,1,3.5,1.5,1.0,0.0,7.0,2.4,0.8,0.19999999999999996
2018,Spanish Grand Prix,3,RIC,Red Bull Racing,6.0,6.0,5.0,1,0,1,1,2018-05-13,4,1,10.5,5.0,0.5,0.5,8.4,5.0,0.6,0.4
2018,Spanish Grand Prix,20,MAG,Haas F1 Team,7.0,7.0,6.0,0,0,0,1,2018-05-13,4,1,11.25,9.75,0.5,0.25,13.6,14.4,0.2,0.4
2018,Spanish Grand Prix,55,SAI,Renault,9.0,9.0,7.0,0,0,0,1,2018-05-13,4,1,8.75,9.5,0.75,0.25,9.8,9.0,0.6,0.4
2018,Spanish Grand Prix,14,ALO,McLaren,8.0,8.0,8.0,0,0,0,1,2018-05-13,4,1,6.5,12.5,1.0,0.25,8.8,14.0,0.8,0.19999999999999996
2018,Spanish Grand Prix,11,PER,Force India,15.0,15.0,9.0,0,0,0,1,2018-05-13,4,1,10.5,10.25,0.25,0.25,12.2,9.4,0.2,0.4
2018,Spanish Grand Prix,16,LEC,Sauber,14.0,14.0,10.0,0,0,0,1,2018-05-13,4,1,12.5,17.5,0.25,0.25,12.8,18.0,0.2,0.19999999999999996
2018,Spanish Grand Prix,18,STR,Williams,18.0,19.0,11.0,0,0,0,0,2018-05-13,4,1,12.5,15.75,0.25,0.25,14.4,15.0,0.2,0.4
2018,Spanish Grand Prix,28,HAR,Toro Rosso,20.0,20.0,12.0,0,0,0,0,2018-05-13,4,1,15.5,15.25,0.25,0.75,15.4,15.8,0.2,0.4
2018,Spanish Grand Prix,9,ERI,Sauber,17.0,17.0,13.0,0,0,0,0,2018-05-13,4,1,13.75,18.0,0.25,0.5,12.4,17.0,0.4,0.19999999999999996
2018,Spanish Grand Prix,35,SIR,Williams,19.0,18.0,14.0,0,0,0,0,2018-05-13,4,1,17.5,16.25,0.0,0.75,13.6,15.2,0.2,0.4
2018,Spanish Grand Prix,2,VAN,McLaren,11.0,11.0,15.0,0,0,0,0,2018-05-13,4,1,9.75,14.0,0.75,0.25,8.8,12.8,0.8,0.19999999999999996
2018,Spanish Grand Prix,31,OCO,Force India,13.0,13.0,16.0,0,0,0,0,2018-05-13,4,1,13.0,10.75,0.25,0.5,10.8,10.0,0.4,0.4
2018,Spanish Grand Prix,7,RAI,Ferrari,4.0,4.0,17.0,0,0,0,0,2018-05-13,4,1,6.5,3.0,0.75,0.25,4.2,2.6,1.0,0.0
2018,Spanish Grand Prix,8,GRO,Haas F1 Team,10.0,10.0,18.0,0,0,0,0,2018-05-13,4,1,15.25,13.25,0.0,0.75,12.2,12.6,0.4,0.4
2018,Spanish Grand Prix,10,GAS,Toro Rosso,12.0,12.0,19.0,0,0,0,0,2018-05-13,4,1,13.0,15.0,0.25,0.25,14.4,17.6,0.2,0.4
2018,Spanish Grand Prix,27,HUL,Renault,16.0,16.0,20.0,0,0,0,0,2018-05-13,4,1,9.25,8.0,0.75,0.25,9.0,8.8,0.8,0.4
2018,Monaco Grand Prix,3,RIC,Red Bull Racing,1.0,1.0,1.0,1,1,1,1,2018-05-27,5,1,9.4,5.2,0.6,0.4,9.2,5.0,0.6,0.4
2018,Monaco Grand Prix,5,VET,Ferrari,2.0,2.0,2.0,1,1,1,1,2018-05-27,5,1,3.6,1.8,1.0,0.0,7.0,3.0,0.8,0.19999999999999996
2018,Monaco Grand Prix,44,HAM,Mercedes,3.0,3.0,3.0,1,1,1,1,2018-05-27,5,1,2.2,2.4,1.0,0.0,4.4,2.4,0.8,0.19999999999999996
2018,Monaco Grand Prix,7,RAI,Ferrari,4.0,4.0,4.0,1,0,1,1,2018-05-27,5,1,8.6,3.2,0.6,0.4,5.8,3.2,0.8,0.19999999999999996
2018,Monaco Grand Prix,77,BOT,Mercedes,5.0,5.0,5.0,1,0,1,1,2018-05-27,5,1,5.6,4.2,0.8,0.19999999999999996,4.2,2.2,0.8,0.19999999999999996
2018,Monaco Grand Prix,31,OCO,Force India,6.0,6.0,6.0,1,0,0,1,2018-05-27,5,1,13.6,11.2,0.2,0.6,11.8,10.2,0.4,0.6
2018,Monaco Grand Prix,10,GAS,Toro Rosso,10.0,10.0,7.0,1,0,0,1,2018-05-27,5,1,14.2,14.4,0.2,0.4,14.6,16.6,0.2,0.6
2018,Monaco Grand Prix,27,HUL,Renault,11.0,11.0,8.0,1,0,0,1,2018-05-27,5,1,11.4,9.6,0.6,0.4,11.8,10.6,0.6,0.6
2018,Monaco Grand Prix,33,VER,Red Bull Racing,20.0,20.0,9.0,1,0,0,1,2018-05-27,5,1,9.8,6.8,0.6,0.4,8.4,4.2,0.6,0.4
2018,Monaco Grand Prix,55,SAI,Renault,8.0,8.0,10.0,1,0,0,1,2018-05-27,5,1,8.4,9.4,0.8,0.4,11.6,11.0,0.6,0.6
2018,Monaco Grand Prix,9,ERI,Sauber,16.0,17.0,11.0,1,0,0,0,2018-05-27,5,1,13.6,17.8,0.2,0.6,11.8,16.4,0.4,0.4
2018,Monaco Grand Prix,11,PER,Force India,9.0,9.0,12.0,1,0,0,0,2018-05-27,5,1,10.2,11.2,0.4,0.4,10.6,9.8,0.6,0.6
2018,Monaco Grand Prix,20,MAG,Haas F1 Team,19.0,19.0,13.0,1,0,0,0,2018-05-27,5,1,10.2,9.2,0.6,0.4,13.8,12.4,0.2,0.6
2018,Monaco Grand Prix,2,VAN,McLaren,12.0,12.0,14.0,0,0,0,0,2018-05-27,5,1,10.8,13.4,0.6,0.4,10.4,12.4,0.6,0.4
2018,Monaco Grand Prix,8,GRO,Haas F1 Team,18.0,15.0,15.0,0,0,0,0,2018-05-27,5,1,15.8,12.6,0.0,0.8,13.0,14.2,0.2,0.6
2018,Monaco Grand Prix,35,SIR,Williams,13.0,13.0,16.0,0,0,0,0,2018-05-27,5,1,16.8,16.6,0.0,0.8,13.6,15.2,0.2,0.6
2018,Monaco Grand Prix,18,STR,Williams,17.0,18.0,17.0,0,0,0,0,2018-05-27,5,1,12.2,16.4,0.2,0.4,13.8,14.6,0.2,0.8
2018,Monaco Grand Prix,16,LEC,Sauber,14.0,14.0,18.0,0,0,0,0,2018-05-27,5,1,12.0,16.8,0.4,0.4,10.2,16.0,0.4,0.4
2018,Monaco Grand Prix,28,HAR,Toro Rosso,15.0,16.0,19.0,0,0,0,0,2018-05-27,5,1,14.8,16.2,0.2,0.8,12.0,15.6,0.4,0.4
2018,Monaco Grand Prix,14,ALO,McLaren,7.0,7.0,20.0,0,0,0,0,2018-05-27,5,1,6.8,11.6,1.0,0.4,10.6,12.0,0.6,0.6
2018,Canadian Grand Prix,5,VET,Ferrari,1.0,1.0,1.0,1,1,1,1,2018-06-10,6,1,3.8,1.6,1.0,0.0,6.2,2.8,0.8,0.19999999999999996
2018,Canadian Grand Prix,77,BOT,Mercedes,2.0,2.0,2.0,1,1,1,1,2018-06-10,6,1,5.0,3.2,0.8,0.19999999999999996,5.0,2.8,0.8,0.19999999999999996
2018,Canadian Grand Prix,33,VER,Red Bull Racing,3.0,3.0,3.0,1,1,1,1,2018-06-10,6,1,10.4,10.0,0.6,0.4,7.0,7.2,0.8,0.19999999999999996
2018,Canadian Grand Prix,3,RIC,Red Bull Racing,6.0,6.0,4.0,1,0,1,1,2018-06-10,6,1,8.8,4.4,0.6,0.4,4.2,7.0,1.0,0.0
2018,Canadian Grand Prix,44,HAM,Mercedes,4.0,4.0,5.0,1,0,1,1,2018-06-10,6,1,2.4,2.8,1.0,0.0,2.6,2.6,1.0,0.0
2018,Canadian Grand Prix,7,RAI,Ferrari,5.0,5.0,6.0,1,0,0,1,2018-06-10,6,1,8.8,3.6,0.6,0.4,5.6,2.8,0.8,0.19999999999999996
2018,Canadian Grand Prix,27,HUL,Renault,7.0,7.0,7.0,0,0,0,1,2018-06-10,6,1,11.6,10.2,0.6,0.4,12.6,10.6,0.6,0.6
2018,Canadian Grand Prix,55,SAI,Renault,9.0,9.0,8.0,0,0,0,1,2018-06-10,6,1,8.4,9.2,0.8,0.4,10.4,10.2,0.8,0.6
2018,Canadian Grand Prix,31,OCO,Force India,8.0,8.0,9.0,0,0,0,1,2018-06-10,6,1,12.4,9.4,0.4,0.6,12.4,10.0,0.4,0.6
2018,Canadian Grand Prix,16,LEC,Sauber,13.0,13.0,10.0,0,0,0,1,2018-06-10,6,1,13.0,16.0,0.4,0.6,12.6,16.0,0.2,0.6
2018,Canadian Grand Prix,10,GAS,Toro Rosso,16.0,16.0,11.0,0,0,0,0,2018-06-10,6,1,12.0,12.4,0.4,0.19999999999999996,13.8,15.0,0.2,0.6
2018,Canadian Grand Prix,8,GRO,Haas F1 Team,20.0,20.0,12.0,0,0,0,0,2018-06-10,6,1,15.6,14.2,0.0,0.8,13.4,14.2,0.2,0.8
2018,Canadian Grand Prix,20,MAG,Haas F1 Team,11.0,11.0,13.0,0,0,0,0,2018-06-10,6,1,9.4,11.8,0.6,0.19999999999999996,12.8,14.2,0.2,0.8
2018,Canadian Grand Prix,11,PER,Force India,10.0,10.0,14.0,0,0,0,0,2018-06-10,6,1,10.4,10.4,0.4,0.4,10.4,10.2,0.6,0.6
2018,Canadian Grand Prix,9,ERI,Sauber,19.0,19.0,15.0,0,0,0,0,2018-06-10,6,1,12.0,17.8,0.2,0.4,12.4,15.0,0.4,0.8
2018,Canadian Grand Prix,2,VAN,McLaren,15.0,15.0,16.0,0,0,0,0,2018-06-10,6,1,11.8,13.4,0.4,0.6,13.2,10.8,0.4,0.8
2018,Canadian Grand Prix,35,SIR,Williams,18.0,18.0,17.0,0,0,0,0,2018-06-10,6,1,16.0,15.4,0.0,0.8,15.6,16.0,0.0,1.0
2018,Canadian Grand Prix,14,ALO,McLaren,14.0,14.0,18.0,0,0,0,0,2018-06-10,6,1,9.8,10.8,0.8,0.6,14.6,10.6,0.2,1.0
2018,Canadian Grand Prix,28,HAR,Toro Rosso,12.0,12.0,19.0,0,0,0,0,2018-06-10,6,1,15.6,16.2,0.2,0.8,13.6,14.8,0.2,0.8
2018,Canadian Grand Prix,18,STR,Williams,17.0,17.0,20.0,0,0,0,0,2018-06-10,6,1,12.8,17.2,0.2,0.6,15.0,17.2,0.0,1.0
2018,French Grand Prix,44,HAM,Mercedes,1.0,1.0,1.0,1,1,1,1,2018-06-24,7,1,2.8,2.8,1.0,0.0,3.4,3.2,1.0,0.0
2018,French Grand Prix,33,VER,Red Bull Racing,4.0,4.0,2.0,1,1,1,1,2018-06-24,7,1,7.2,7.6,0.8,0.19999999999999996,4.4,7.2,1.0,0.0
2018,French Grand Prix,7,RAI,Ferrari,6.0,6.0,3.0,1,1,1,1,2018-06-24,7,1,6.4,4.2,0.8,0.19999999999999996,6.0,3.2,0.8,0.19999999999999996
2018,French Grand Prix,3,RIC,Red Bull Racing,5.0,5.0,4.0,1,0,1,1,2018-06-24,7,1,5.6,4.6,0.8,0.19999999999999996,3.8,6.8,1.0,0.0
2018,French Grand Prix,5,VET,Ferrari,3.0,3.0,5.0,1,0,1,1,2018-06-24,7,1,3.8,1.6,1.0,0.0,3.2,3.6,1.0,0.0
