season,date,location,nolaps,tracklength,driver_code,driver_name,lap,position,lap_time_s,race_time_s,compound,tireage,is_pit,pitstopduration,nextcompound,gridposition,resultposition,race_id
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,34,14,106.994,3637.777,A5,6,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,35,14,104.645,3742.422,A5,7,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,36,14,104.66,3847.082,A5,8,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,37,14,104.513,3951.595,A5,9,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,38,14,104.442,4056.037,A5,10,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,39,14,107.23,4163.267,A5,11,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,40,14,106.724,4269.991,A5,12,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,41,14,104.5,4374.491,A5,13,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,42,14,104.207,4478.698,A5,14,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,43,14,104.226,4582.924,A5,15,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,44,14,104.39,4687.314,A5,16,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,45,14,104.481,4791.795,A5,17,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,46,14,104.44,4896.235,A5,18,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,47,14,104.396,5000.631,A5,19,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,48,14,104.316,5104.947,A5,20,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,49,14,103.978,5208.925,A5,21,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,50,14,103.867,5312.792,A5,22,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,51,14,104.146,5416.938,A5,23,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,52,14,103.919,5520.857,A5,24,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,53,14,104.264,5625.121,A5,25,False,,,18,14,79
2017,2017-11-26,YasMarina,55,5554.0,WEH,Pascal Wehrlein,54,14,104.77,5729.891,A5,26,False,,,18,14,79
