race_id,season,location,driver_id,driver_code,team,resultposition,gridposition,avg_lap,median_lap,std_lap,best_lap,pit_count,avg_pit_loss,tyre_mix,avg_stint_length,nolaps,tracklength
22,2015,Shanghai,5,ALO,McLaren,12,18,108.86870909090909,106.671,7.625672719984989,103.728,2,23.2915,2,18.666666666666668,56,5451.0
22,2015,Shanghai,7,HUL,ForceIndia,20,16,107.17077777777779,106.145,2.6924477607642534,105.844,0,0.0,1,10.0,56,5451.0
22,2015,Shanghai,8,KVY,RedBull,19,12,107.70386666666667,107.207,2.0630417164491672,106.291,0,0.0,1,16.0,56,5451.0
22,2015,Shanghai,9,MAS,Williams,5,4,106.97414285714287,104.8575,7.149215398600354,102.734,2,23.231,2,19.0,56,5451.0
22,2015,Shanghai,10,BUT,McLaren,14,17,108.90567272727273,106.366,7.266274265792885,104.991,2,23.6045,2,18.666666666666668,56,5451.0
22,2015,Shanghai,11,RAI,Ferrari,4,6,106.89005357142855,103.85499999999999,9.380675390338167,103.026,2,22.6355,2,19.0,56,5451.0
22,2015,Shanghai,12,VET,Ferrari,3,3,106.87492857142857,103.90350000000001,9.377736466289125,103.018,2,22.466,2,19.0,56,5451.0
22,2015,Shanghai,15,BOT,Williams,6,5,106.9980892857143,105.064,6.742126654717097,103.051,2,23.333,2,19.0,56,5451.0
22,2015,Shanghai,16,PER,ForceIndia,11,15,108.85512727272726,105.581,9.444920277009077,103.512,3,23.10366666666667,2,14.0,56,5451.0
22,2015,Shanghai,19,ERI,Sauber,10,10,108.80165454545455,105.673,10.049134590007283,104.204,2,24.2175,2,18.666666666666668,56,5451.0
22,2015,Shanghai,21,MAL,LotusF1,18,11,108.57957142857141,105.548,8.784015764918303,103.686,3,21.093666666666667,2,16.666666666666668,56,5451.0
22,2015,Shanghai,22,GRO,LotusF1,7,8,107.16099999999999,105.378,5.957514878476825,103.134,2,23.512999999999998,2,19.0,56,5451.0
22,2015,Shanghai,24,STE,ManorMarussia,15,19,110.97103703703702,109.292,6.198510219560713,105.414,2,24.093,2,18.333333333333332,56,5451.0
22,2015,Shanghai,25,SAI,ToroRosso,13,14,108.93247272727272,106.212,8.953812105289847,102.652,2,23.6095,2,18.666666666666668,56,5451.0
22,2015,Shanghai,26,NAS,Sauber,8,9,107.22558928571429,105.68,5.995104860033076,103.692,2,23.5705,2,19.0,56,5451.0
22,2015,Shanghai,27,VER,ToroRosso,17,13,106.26098076923076,105.374,4.076411183489447,103.88,2,23.756999999999998,2,17.666666666666668,56,5451.0
22,2015,Shanghai,28,MER,ManorMarussia,16,20,110.97744444444449,109.51050000000001,5.80664914142161,105.963,2,25.012999999999998,2,18.333333333333332,56,5451.0
23,2015,Sakhir,1,HAM,Mercedes,1,1,100.10191228070175,99.185,3.8424102056647325,97.857,2,25.1595,2,19.333333333333332,57,5412.0
23,2015,Sakhir,2,RIC,RedBull,6,7,101.18526315789472,100.211,3.968780473567217,98.948,2,25.333,2,19.333333333333332,57,5412.0
23,2015,Sakhir,3,ROS,Mercedes,3,3,100.20775438596492,99.331,3.695829881099111,97.326,2,25.3645,2,19.333333333333332,57,5412.0
23,2015,Sakhir,5,ALO,McLaren,11,14,102.22612500000001,101.74449999999999,4.079771785339781,98.992,2,25.124000000000002,2,19.0,57,5412.0
23,2015,Sakhir,7,HUL,ForceIndia,13,8,102.37833928571429,101.265,4.848895159168774,98.653,3,25.436666666666667,2,14.25,57,5412.0
23,2015,Sakhir,8,KVY,RedBull,9,17,102.04605357142857,100.94200000000001,4.263571283324229,98.725,2,25.0565,2,19.0,57,5412.0
23,2015,Sakhir,9,MAS,Williams,10,6,102.15508928571428,101.027,4.046241700760599,99.094,2,24.9555,2,19.0,57,5412.0
23,2015,Sakhir,11,RAI,Ferrari,2,4,100.16121052631578,99.565,3.952143797705792,96.311,2,24.66,2,19.333333333333332,57,5412.0
23,2015,Sakhir,12,VET,Ferrari,5,2,100.87364912280702,99.605,5.134546594571869,96.624,3,27.62633333333333,2,14.5,57,5412.0
23,2015,Sakhir,15,BOT,Williams,4,5,100.85554385964913,99.792,3.96237675369475,98.095,2,24.958,2,19.333333333333332,57,5412.0
23,2015,Sakhir,16,PER,ForceIndia,8,11,101.91737499999999,101.28450000000001,4.008385803253883,98.338,2,25.430500000000002,2,19.0,57,5412.0
23,2015,Sakhir,19,ERI,Sauber,14,13,102.39885714285712,100.634,7.027992961730247,98.422,3,33.74966666666666,2,14.25,57,5412.0
23,2015,Sakhir,21,MAL,LotusF1,15,16,103.05744642857142,99.9225,14.553720578875593,97.665,3,54.04333333333333,2,14.25,57,5412.0
23,2015,Sakhir,22,GRO,LotusF1,7,10,101.58898245614036,100.542,3.875385817158025,99.161,2,24.997,2,19.333333333333332,57,5412.0
23,2015,Sakhir,24,STE,ManorMarussia,16,18,105.27087272727273,104.141,4.707268339944348,101.759,2,26.291,2,18.666666666666668,57,5412.0
23,2015,Sakhir,25,SAI,ToroRosso,19,9,103.40972413793102,101.779,5.5075108254647,100.651,2,29.619999999999997,2,15.0,57,5412.0
23,2015,Sakhir,26,NAS,Sauber,12,12,102.246125,100.7935,5.166829022497965,98.216,3,25.855666666666668,2,14.25,57,5412.0
23,2015,Sakhir,27,VER,ToroRosso,18,15,104.47070588235295,102.01050000000001,7.284734834422125,99.607,2,33.2815,2,11.666666666666666,57,5412.0
23,2015,Sakhir,28,MER,ManorMarussia,17,19,106.06705555555556,105.0745,4.531426467134163,102.033,2,26.7035,2,18.333333333333332,57,5412.0
24,2015,Catalunya,1,HAM,Mercedes,2,2,92.27433333333335,91.482,4.3371272035169985,88.27,3,23.09266666666667,2,16.75,66,4655.0
24,2015,Catalunya,2,RIC,RedBull,7,10,93.85990769230771,93.192,3.813198127569057,91.124,2,23.662,2,22.0,66,4655.0
24,2015,Catalunya,3,ROS,Mercedes,1,1,92.00840909090908,91.576,3.453170128702354,89.109,2,22.161,2,22.333333333333332,66,4655.0
24,2015,Catalunya,5,ALO,McLaren,20,13,95.99953846153848,94.71199999999999,4.144514169171285,93.387,1,23.728,2,13.5,66,4655.0
24,2015,Catalunya,7,HUL,ForceIndia,15,17,94.78746153846153,93.561,4.42782189003847,90.888,3,22.579333333333334,2,16.5,66,4655.0
24,2015,Catalunya,8,KVY,RedBull,10,8,94.42690769230771,93.488,3.7300343192249796,91.887,2,22.47,2,22.0,66,4655.0
24,2015,Catalunya,9,MAS,Williams,6,9,93.24043939393938,92.263,4.148749591526762,90.374,3,22.34166666666667,2,16.75,66,4655.0
24,2015,Catalunya,10,BUT,McLaren,16,14,94.79973846153847,93.506,4.731842747799618,91.162,3,23.327333333333332,2,16.5,66,4655.0
24,2015,Catalunya,11,RAI,Ferrari,5,7,92.9175303030303,92.452,3.3564362841914384,89.931,2,22.206000000000003,2,22.333333333333332,66,4655.0
24,2015,Catalunya,12,VET,Ferrari,3,3,92.6954090909091,92.03999999999999,3.1659964137074432,90.737,2,21.799,2,22.333333333333332,66,4655.0
24,2015,Catalunya,15,BOT,Williams,4,4,92.90563636363636,92.13,3.2630852537784807,90.711,2,21.941000000000003,2,22.333333333333332,66,4655.0
24,2015,Catalunya,16,PER,ForceIndia,13,18,94.76816923076922,94.311,3.6133458939103047,91.932,2,22.447,2,22.0,66,4655.0
24,2015,Catalunya,19,ERI,Sauber,14,16,94.77821538461536,93.931,3.836833922211726,92.222,2,24.072,2,22.0,66,4655.0
24,2015,Catalunya,21,MAL,LotusF1,19,12,95.87939999999999,93.569,6.526839226678493,92.912,3,26.67,2,15.333333333333334,66,4655.0
24,2015,Catalunya,22,GRO,LotusF1,8,11,94.31619999999998,93.354,4.6414112017521125,91.945,2,28.2825,2,22.0,66,4655.0
24,2015,Catalunya,24,STE,ManorMarussia,17,19,97.7023015873016,96.571,4.974429478179838,93.655,3,23.50866666666667,2,16.0,66,4655.0
24,2015,Catalunya,25,SAI,ToroRosso,9,5,94.40406153846153,93.821,3.562664092172295,91.156,2,22.518500000000003,2,22.0,66,4655.0
24,2015,Catalunya,26,NAS,Sauber,12,15,94.63081538461537,93.794,3.7833546245871026,91.928,2,22.9315,2,22.0,66,4655.0
24,2015,Catalunya,27,VER,ToroRosso,11,6,94.44373846153846,93.885,3.724954652731204,91.896,2,23.5015,2,22.0,66,4655.0
24,2015,Catalunya,28,MER,ManorMarussia,18,20,98.3741612903226,96.97200000000001,4.719939382750339,94.211,3,23.967,2,15.75,66,4655.0
25,2015,MonteCarlo,1,HAM,Mercedes,3,1,84.15991025641026,80.2375,12.476872793537938,78.676,2,24.838,2,26.333333333333332,78,3337.0
25,2015,MonteCarlo,2,RIC,RedBull,5,4,84.25676923076925,80.83,10.891462011651546,78.063,2,24.372500000000002,2,26.333333333333332,78,3337.0
25,2015,MonteCarlo,3,ROS,Mercedes,1,2,84.08230769230768,80.512,11.57338174972532,78.599,1,24.789,2,39.5,78,3337.0
25,2015,MonteCarlo,5,ALO,McLaren,19,13,82.53956097560976,81.093,4.226267301347493,80.459,1,30.345,2,21.0,78,3337.0
25,2015,MonteCarlo,7,HUL,ForceIndia,11,11,84.41861538461536,80.922,10.989629418649235,79.921,2,29.765500000000003,2,39.5,78,3337.0
25,2015,MonteCarlo,8,KVY,RedBull,4,5,84.23570512820513,80.6545,10.920506778009196,79.13,1,25.119,2,39.5,78,3337.0
25,2015,MonteCarlo,9,MAS,Williams,15,12,85.55285714285715,81.61,12.966276479993752,79.764,3,30.766333333333332,2,26.0,78,3337.0
25,2015,MonteCarlo,10,BUT,McLaren,8,10,84.28824358974359,80.7475,10.383660283731617,79.49,2,24.8615,2,26.333333333333332,78,3337.0
25,2015,MonteCarlo,11,RAI,Ferrari,6,6,84.26621794871792,80.65899999999999,10.864615969865696,79.651,1,24.177,2,39.5,78,3337.0
25,2015,MonteCarlo,12,VET,Ferrari,2,3,84.1398205128205,80.436,11.533041696471958,78.854,1,24.851,2,39.5,78,3337.0
25,2015,MonteCarlo,15,BOT,Williams,14,16,84.66934615384616,81.628,9.160819289094865,78.944,2,24.5265,2,26.333333333333332,78,3337.0
25,2015,MonteCarlo,16,PER,ForceIndia,7,7,84.27478205128205,80.9345,10.546443925388404,79.657,2,24.926000000000002,2,26.333333333333332,78,3337.0
25,2015,MonteCarlo,19,ERI,Sauber,13,17,84.48178205128205,81.37,8.595210894940557,79.285,3,25.416666666666668,2,19.75,78,3337.0
25,2015,MonteCarlo,21,MAL,LotusF1,20,8,85.21180000000001,82.707,4.949768853189006,82.271,0,0.0,1,6.0,78,3337.0
25,2015,MonteCarlo,22,GRO,LotusF1,12,15,84.44660256410258,81.42099999999999,8.459719175498973,80.483,1,25.077,2,39.5,78,3337.0
25,2015,MonteCarlo,24,STE,ManorMarussia,17,18,86.97052631578947,84.92699999999999,5.9417202054033345,82.693,1,28.606,2,38.5,78,3337.0
25,2015,MonteCarlo,25,SAI,ToroRosso,10,20,84.40353846153845,81.66,8.458449616453708,79.816,1,25.306,2,39.5,78,3337.0
25,2015,MonteCarlo,26,NAS,Sauber,9,14,84.38520512820513,81.28200000000001,8.972450430991342,80.017,2,26.076,2,26.333333333333332,78,3337.0
25,2015,MonteCarlo,27,VER,ToroRosso,18,9,82.3063387096774,80.905,6.400387175644074,78.873,2,39.2785,2,21.0,78,3337.0
25,2015,MonteCarlo,28,MER,ManorMarussia,16,19,86.92207894736843,84.5205,8.038997408073818,81.715,1,27.554,2,38.5,78,3337.0
26,2015,Montreal,1,HAM,Mercedes,1,1,78.75921428571428,78.3905,2.1776833648338596,77.472,1,23.708,2,35.5,70,4361.0
26,2015,Montreal,2,RIC,RedBull,13,9,80.56931884057971,80.02,2.504303076076395,79.06,1,23.997,2,35.0,70,4361.0
26,2015,Montreal,3,ROS,Mercedes,2,2,78.79185714285715,78.369,2.0998042371536747,77.637,1,23.321,2,35.5,70,4361.0
26,2015,Montreal,5,ALO,McLaren,20,13,81.53670454545454,80.749,3.017386121082251,79.58,1,23.553,2,22.5,70,4361.0
26,2015,Montreal,7,HUL,ForceIndia,8,7,79.9816231884058,79.631,2.617688973466353,78.238,1,23.507,2,35.0,70,4361.0
26,2015,Montreal,8,KVY,RedBull,9,8,80.08769565217392,79.814,2.5383285393457826,78.048,1,23.681,2,35.0,70,4361.0
26,2015,Montreal,9,MAS,Williams,6,15,79.56465714285714,79.38550000000001,2.923838587139155,77.553,1,23.912,2,35.5,70,4361.0
26,2015,Montreal,10,BUT,McLaren,19,20,81.802,81.059,4.264832346458209,78.856,2,21.7155,1,27.5,70,4361.0
26,2015,Montreal,11,RAI,Ferrari,4,3,79.41100000000002,78.6805,3.3016510757629973,76.987,2,24.104,2,23.666666666666668,70,4361.0
26,2015,Montreal,12,VET,Ferrari,5,18,79.4721142857143,78.535,4.050572113975704,77.105,2,25.593,2,23.666666666666668,70,4361.0
26,2015,Montreal,15,BOT,Williams,3,4,79.34015714285714,78.8775,2.5198471062182235,77.922,1,25.541,2,35.5,70,4361.0
26,2015,Montreal,16,PER,ForceIndia,11,10,80.40392753623189,79.966,2.4895318855916795,78.889,1,23.453,2,35.0,70,4361.0
26,2015,Montreal,19,ERI,Sauber,14,12,80.65224637681158,80.102,2.7183492579883466,78.89,1,24.149,2,35.0,70,4361.0
26,2015,Montreal,21,MAL,LotusF1,7,6,79.71155714285715,79.09,2.476362641349199,78.385,1,23.66,2,35.5,70,4361.0
26,2015,Montreal,22,GRO,LotusF1,10,5,80.11472463768116,79.285,4.766998765668402,77.969,1,24.292,2,23.333333333333332,70,4361.0
26,2015,Montreal,24,STE,ManorMarussia,17,17,83.91777272727272,82.453,7.264467480711966,80.707,1,30.807,2,22.333333333333332,70,4361.0
26,2015,Montreal,25,SAI,ToroRosso,12,11,80.407884057971,79.509,2.794992005335467,78.811,1,24.277,2,35.0,70,4361.0
26,2015,Montreal,26,NAS,Sauber,16,14,81.09954411764704,80.4265,2.9036024379083947,79.088,1,24.795,2,34.5,70,4361.0
26,2015,Montreal,27,VER,ToroRosso,15,19,80.66895652173912,80.113,4.001651263705664,78.616,1,36.105,2,35.0,70,4361.0
26,2015,Montreal,28,MER,ManorMarussia,18,16,83.09219298245614,82.494,3.4364078651499104,80.804,1,26.986,2,29.0,70,4361.0
27,2015,Spielberg,1,HAM,Mercedes,2,1,76.34830985915494,72.336,13.0757632933078,71.475,1,21.869,2,36.0,71,4318.0
27,2015,Spielberg,2,RIC,RedBull,10,18,77.66325714285715,73.945,12.998412686466828,71.689,1,27.71,2,35.5,71,4318.0
27,2015,Spielberg,3,ROS,Mercedes,1,2,76.29478873239437,72.247,13.052984873655193,71.235,1,21.768,2,36.0,71,4318.0
27,2015,Spielberg,5,ALO,McLaren,20,19,,,,,0,0.0,1,1.0,71,4318.0
27,2015,Spielberg,7,HUL,ForceIndia,6,5,77.19725352112677,73.165,12.771858860924679,72.541,1,21.685,2,36.0,71,4318.0
27,2015,Spielberg,8,KVY,RedBull,12,15,78.05392857142857,74.1985,12.938228649588279,72.316,2,25.3715,2,35.5,71,4318.0
27,2015,Spielberg,9,MAS,Williams,3,4,76.54229577464788,72.449,13.020932759428305,71.613,1,22.447,2,36.0,71,4318.0
27,2015,Spielberg,10,BUT,McLaren,17,20,115.88337499999999,115.40549999999999,12.37027439281649,101.204,2,26.4155,2,3.0,71,4318.0
27,2015,Spielberg,11,RAI,Ferrari,19,14,,,,,0,0.0,1,1.0,71,4318.0
27,2015,Spielberg,12,VET,Ferrari,4,3,76.55085915492957,72.529,13.24080216203554,71.499,1,31.882,2,36.0,71,4318.0
27,2015,Spielberg,15,BOT,Williams,5,6,77.04977464788733,73.065,12.891274648489055,72.248,1,22.777,2,36.0,71,4318.0
27,2015,Spielberg,16,PER,ForceIndia,9,13,77.6197714285714,73.739,12.951573281603169,72.377,1,26.689,2,35.5,71,4318.0
27,2015,Spielberg,19,ERI,Sauber,13,11,79.15242028985506,74.398,13.198206837211544,72.516,3,22.964,2,17.5,71,4318.0
27,2015,Spielberg,21,MAL,LotusF1,7,10,77.40301428571429,73.602,12.928391235081383,71.785,1,21.847,2,35.5,71,4318.0
27,2015,Spielberg,22,GRO,LotusF1,15,9,82.60865714285715,73.873,17.575701701233907,72.881,1,22.016,2,18.0,71,4318.0
27,2015,Spielberg,24,STE,ManorMarussia,18,17,109.759,109.759,,109.759,0,0.0,1,2.0,71,4318.0
27,2015,Spielberg,25,SAI,ToroRosso,16,12,83.6903142857143,74.351,16.946659108146687,73.234,1,27.638,2,18.0,71,4318.0
27,2015,Spielberg,26,NAS,Sauber,11,8,77.96007142857144,73.88149999999999,12.738933235570839,73.05,1,22.803,2,35.5,71,4318.0
27,2015,Spielberg,27,VER,ToroRosso,8,7,77.41577142857143,73.285,12.878136502347106,72.349,1,21.984,2,35.5,71,4318.0
27,2015,Spielberg,28,MER,ManorMarussia,14,16,80.1530588235294,76.1745,12.380368344871536,74.939,1,23.926,2,34.5,71,4318.0
28,2015,Silverstone,1,HAM,Mercedes,1,1,105.53325000000001,99.666,12.28590162184952,97.093,2,28.698,3,17.666666666666668,52,5891.0
28,2015,Silverstone,2,RIC,RedBull,15,10,110.39238095238095,103.38,16.12949272443554,99.119,2,35.852000000000004,2,7.333333333333333,52,5891.0
28,2015,Silverstone,3,ROS,Mercedes,2,2,105.74394230769232,99.65,12.21864161349204,96.975,2,29.393,3,17.666666666666668,52,5891.0
28,2015,Silverstone,5,ALO,McLaren,10,17,109.19970588235294,102.22,14.404365040214886,98.883,3,44.157999999999994,3,17.333333333333332,52,5891.0
28,2015,Silverstone,7,HUL,ForceIndia,7,9,107.04755769230768,100.4585,12.782333703912402,98.233,2,31.2245,3,17.666666666666668,52,5891.0
28,2015,Silverstone,8,KVY,RedBull,6,7,106.76315384615386,100.6215,12.57701787557503,97.91,2,31.163,3,17.666666666666668,52,5891.0
28,2015,Silverstone,9,MAS,Williams,4,3,106.24169230769232,99.64150000000001,12.762582604120475,97.466,2,30.6585,3,17.666666666666668,52,5891.0
28,2015,Silverstone,10,BUT,McLaren,19,18,,,,,0,0.0,1,1.0,52,5891.0
28,2015,Silverstone,11,RAI,Ferrari,8,5,107.67619607843139,100.725,12.787409185631953,97.493,3,29.849666666666664,3,13.0,52,5891.0
28,2015,Silverstone,12,VET,Ferrari,3,6,106.02253846153846,100.7105,11.68322848454232,97.707,2,29.311,3,17.666666666666668,52,5891.0
28,2015,Silverstone,15,BOT,Williams,5,4,106.74851923076926,99.6115,13.114649133758162,96.61,2,30.359,3,17.666666666666668,52,5891.0
28,2015,Silverstone,16,PER,ForceIndia,9,11,107.95550980392156,100.742,13.272413434447481,98.466,2,30.429000000000002,3,17.333333333333332,52,5891.0
28,2015,Silverstone,19,ERI,Sauber,11,15,109.28276470588233,101.766,12.944655622438528,98.131,4,30.122500000000002,3,13.0,52,5891.0
28,2015,Silverstone,21,MAL,LotusF1,18,14,,,,,0,0.0,1,1.0,52,5891.0
28,2015,Silverstone,22,GRO,LotusF1,17,12,,,,,0,0.0,1,1.0,52,5891.0
28,2015,Silverstone,24,STE,ManorMarussia,13,19,113.4554081632653,104.123,15.53701514518148,101.919,2,46.412499999999994,2,16.666666666666668,52,5891.0
28,2015,Silverstone,25,SAI,ToroRosso,14,8,104.51483870967742,99.536,13.031923516495368,98.697,1,29.393,2,16.0,52,5891.0
28,2015,Silverstone,27,VER,ToroRosso,16,13,140.57733333333334,140.776,12.492184850270721,127.987,0,0.0,1,4.0,52,5891.0
28,2015,Silverstone,28,MER,ManorMarussia,12,20,112.18077551020407,105.1,12.131798453625402,102.324,2,32.679,2,16.666666666666668,52,5891.0
29,2015,Budapest,1,HAM,Mercedes,6,1,93.07260869565216,88.493,12.398708888212079,85.727,6,21.281166666666667,2,17.5,69,4381.0
29,2015,Budapest,2,RIC,RedBull,3,4,92.68215942028984,88.732,11.887712325837063,84.821,5,22.379399999999997,2,17.5,69,4381.0
29,2015,Budapest,3,ROS,Mercedes,8,2,93.17189855072462,88.531,13.337700633195109,85.149,5,20.5542,2,17.5,69,4381.0
29,2015,Budapest,5,ALO,McLaren,5,15,93.02991304347825,89.46,11.51104180359415,87.311,5,20.1408,2,17.5,69,4381.0
29,2015,Budapest,7,HUL,ForceIndia,20,11,90.72131707317074,89.584,4.130153238313468,88.074,2,22.3975,2,14.0,69,4381.0
29,2015,Budapest,8,KVY,RedBull,2,7,92.40192753623188,89.536,9.855118965943895,86.519,5,19.9222,2,23.333333333333332,69,4381.0
29,2015,Budapest,9,MAS,Williams,12,8,93.395115942029,90.172,10.170503058204543,86.864,5,20.9988,2,17.5,69,4381.0
29,2015,Budapest,10,BUT,McLaren,9,16,93.29004347826087,89.816,10.543904690883487,88.535,4,19.27775,2,23.333333333333332,69,4381.0
29,2015,Budapest,11,RAI,Ferrari,18,5,95.01863636363636,88.426,16.072616822782358,86.954,5,27.620800000000003,2,14.0,69,4381.0
29,2015,Budapest,12,VET,Ferrari,1,3,92.3186231884058,87.976,14.34520868064383,86.772,4,19.421999999999997,2,23.333333333333332,69,4381.0
29,2015,Budapest,15,BOT,Williams,13,6,93.48134782608697,89.273,10.781821577279818,87.058,5,21.7712,2,17.5,69,4381.0
29,2015,Budapest,16,PER,ForceIndia,19,13,94.90833962264149,90.238,11.5593391096407,88.499,5,23.238,2,13.5,69,4381.0
29,2015,Budapest,19,ERI,Sauber,10,17,93.32050724637683,90.058,9.894492787320079,88.004,5,20.8,2,17.5,69,4381.0
29,2015,Budapest,21,MAL,LotusF1,14,14,93.40763768115941,90.618,10.049956300711274,87.13,6,19.607,2,23.333333333333332,69,4381.0
29,2015,Budapest,22,GRO,LotusF1,7,10,93.16757971014495,89.65,10.476497563041086,88.08,5,21.9324,2,17.5,69,4381.0
29,2015,Budapest,24,STE,ManorMarussia,16,20,96.53190769230768,92.977,10.222131271968001,89.543,5,20.789800000000003,2,16.5,69,4381.0
29,2015,Budapest,25,SAI,ToroRosso,17,12,94.27358333333332,90.142,11.708511700774578,88.611,4,20.368,2,20.333333333333332,69,4381.0
29,2015,Budapest,26,NAS,Sauber,11,18,93.38323188405798,90.054,9.800531267329829,88.268,5,20.8428,2,17.5,69,4381.0
29,2015,Budapest,27,VER,ToroRosso,4,9,92.95994202898551,89.508,9.330536624571616,87.65,5,20.381999999999998,2,17.5,69,4381.0
29,2015,Budapest,28,MER,ManorMarussia,15,19,95.49338805970149,92.28,9.379118112829197,89.868,5,21.7916,2,17.0,69,4381.0
30,2015,Spa,1,HAM,Mercedes,1,1,116.75318604651162,115.241,5.02816403232742,112.504,2,22.679,2,14.666666666666666,43,7004.0
30,2015,Spa,2,RIC,RedBull,18,5,118.0128947368421,116.785,3.2700855390568195,116.263,1,22.637,2,10.0,43,7004.0
30,2015,Spa,3,ROS,Mercedes,2,2,116.80104651162792,115.326,4.860269466140685,112.416,2,22.881,2,14.666666666666666,43,7004.0
30,2015,Spa,5,ALO,McLaren,13,20,119.85392857142858,118.244,6.60288663183174,113.692,3,24.089,2,10.75,43,7004.0
30,2015,Spa,8,KVY,RedBull,4,12,117.81579069767442,116.326,5.808360306932544,113.032,2,22.679499999999997,2,14.666666666666666,43,7004.0
30,2015,Spa,9,MAS,Williams,6,6,118.03883720930234,116.404,5.99135478331361,114.093,2,23.4685,2,14.666666666666666,43,7004.0
30,2015,Spa,10,BUT,McLaren,14,19,120.89959523809527,119.053,5.935224478708422,115.533,3,23.99833333333333,2,10.75,43,7004.0
30,2015,Spa,11,RAI,Ferrari,7,16,118.04860465116279,116.389,5.98268429218673,114.517,2,22.860500000000002,2,14.666666666666666,43,7004.0
30,2015,Spa,12,VET,Ferrari,12,8,119.25195238095236,116.156,11.218089696410058,115.316,1,22.681,2,21.5,43,7004.0
30,2015,Spa,15,BOT,Williams,9,3,118.17272093023253,116.373,6.49141755861274,114.646,3,21.383666666666667,2,11.0,43,7004.0
30,2015,Spa,16,PER,ForceIndia,5,4,118.00893023255811,116.377,7.452137112442018,114.796,2,23.240000000000002,2,14.666666666666666,43,7004.0
30,2015,Spa,19,ERI,Sauber,10,13,118.87490697674419,117.544,6.304968705084352,114.022,2,23.933500000000002,2,14.666666666666666,43,7004.0
30,2015,Spa,21,MAL,LotusF1,19,7,169.0805,169.0805,66.17175969021831,122.29,0,0.0,1,3.0,43,7004.0
30,2015,Spa,22,GRO,LotusF1,3,9,117.63662790697674,115.981,5.372955150448075,114.779,2,23.604999999999997,2,14.666666666666666,43,7004.0
30,2015,Spa,24,STE,ManorMarussia,16,15,122.1044761904762,120.846,4.728113258713686,118.15,2,24.137999999999998,2,14.333333333333334,43,7004.0
30,2015,Spa,25,SAI,ToroRosso,17,10,127.178625,117.5855,40.8895567862678,114.68,2,23.54,2,11.0,43,7004.0
30,2015,Spa,26,NAS,Sauber,11,14,119.13251162790696,117.525,5.793065951027728,113.991,2,23.363500000000002,2,14.666666666666666,43,7004.0
30,2015,Spa,27,VER,ToroRosso,8,18,118.05727906976742,116.185,6.452893955153477,113.276,3,23.515666666666664,2,11.0,43,7004.0
30,2015,Spa,28,MER,ManorMarussia,15,17,121.84373809523811,120.5605,4.699984478747199,118.174,2,23.4625,2,14.333333333333334,43,7004.0
31,2015,Monza,1,HAM,Mercedes,1,1,88.31486792452829,87.859,2.890528219213015,86.672,1,24.368,2,27.0,53,5793.0
31,2015,Monza,2,RIC,RedBull,8,19,90.0770769230769,89.7875,3.221170368513039,88.065,1,24.259,2,26.5,53,5793.0
31,2015,Monza,3,ROS,Mercedes,17,4,88.87263999999999,88.24600000000001,3.0640866319611897,87.067,1,24.657,2,25.5,53,5793.0
31,2015,Monza,5,ALO,McLaren,18,16,92.34485106382978,91.411,5.1748885683391395,89.285,2,21.851999999999997,2,16.0,53,5793.0
31,2015,Monza,7,HUL,ForceIndia,7,9,90.06740384615387,89.489,2.983527963371587,88.913,1,24.286,2,26.5,53,5793.0
31,2015,Monza,8,KVY,RedBull,10,18,90.22261538461541,89.7825,3.2914431077452,88.231,1,23.884,2,26.5,53,5793.0
31,2015,Monza,9,MAS,Williams,3,5,89.21364150943398,88.497,3.0113138015359273,87.874,1,25.207,2,27.0,53,5793.0
31,2015,Monza,10,BUT,McLaren,14,15,91.4443269230769,91.0205,2.957657245392325,89.766,1,24.31,2,26.5,53,5793.0
31,2015,Monza,11,RAI,Ferrari,5,2,89.61411320754716,89.185,3.3903271833282576,87.584,1,24.442,2,27.0,53,5793.0
31,2015,Monza,12,VET,Ferrari,2,3,88.78735849056605,88.318,3.0182651288851066,87.376,1,24.34,2,27.0,53,5793.0
31,2015,Monza,15,BOT,Williams,4,6,89.22045283018866,88.418,3.152030405249422,87.525,1,25.536,2,27.0,53,5793.0
31,2015,Monza,16,PER,ForceIndia,6,7,89.68813207547171,89.14,2.975178579240994,88.14,1,24.281,2,27.0,53,5793.0
31,2015,Monza,19,ERI,Sauber,9,12,90.08173076923079,89.32249999999999,3.221866789978757,88.516,1,24.842,2,26.5,53,5793.0
31,2015,Monza,21,MAL,LotusF1,20,10,139.892,139.892,,139.892,0,0.0,1,2.0,53,5793.0
31,2015,Monza,22,GRO,LotusF1,19,8,95.106,95.106,,95.106,0,0.0,1,2.0,53,5793.0
31,2015,Monza,24,STE,ManorMarussia,15,13,93.01339215686275,92.347,3.8019745032203005,91.098,1,29.382,2,26.0,53,5793.0
31,2015,Monza,25,SAI,ToroRosso,11,17,90.29326923076923,89.0655,4.908086553064037,87.51,2,27.547,2,17.666666666666668,53,5793.0
31,2015,Monza,26,NAS,Sauber,13,11,91.01159615384616,90.0205,4.732742513221641,88.653,2,25.5215,2,26.5,53,5793.0
31,2015,Monza,27,VER,ToroRosso,12,20,90.59840384615383,89.1905,5.269940179961919,87.39,3,23.024666666666665,2,17.666666666666668,53,5793.0
31,2015,Monza,28,MER,ManorMarussia,16,14,93.27013725490197,92.649,3.4791181412513588,91.311,1,26.435,2,26.0,53,5793.0
